,zipcode,covid_cases,E1. HOUSEHOLD INCOME AND BENEFITS.Total households,"E1. HOUSEHOLD INCOME AND BENEFITS.Less than $10,000","E1. HOUSEHOLD INCOME AND BENEFITS.$10,000 to $14,999","E1. HOUSEHOLD INCOME AND BENEFITS.$15,000 to $24,999","E1. HOUSEHOLD INCOME AND BENEFITS.$25,000 to $34,999","E1. HOUSEHOLD INCOME AND BENEFITS.$35,000 to $49,999","E1. HOUSEHOLD INCOME AND BENEFITS.$50,000 to $74,999","E1. HOUSEHOLD INCOME AND BENEFITS.$75,000 to $99,999","E1. HOUSEHOLD INCOME AND BENEFITS.$100,000 to $149,999","E1. HOUSEHOLD INCOME AND BENEFITS.$150,000 to $199,999","E1. HOUSEHOLD INCOME AND BENEFITS.$200,000 or more",E1. HOUSEHOLD INCOME AND BENEFITS.With earnings,E1. HOUSEHOLD INCOME AND BENEFITS.With social security,E1. HOUSEHOLD INCOME AND BENEFITS.With retirement income,E1. HOUSEHOLD INCOME AND BENEFITS.With supplemental security income,E1. HOUSEHOLD INCOME AND BENEFITS.With cash public assistance income,E1. HOUSEHOLD INCOME AND BENEFITS.With food stamp benefits in the past 12 months,E1. HOUSEHOLD INCOME AND BENEFITS.Median household income,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household income,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household earnings,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household social security income,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household retirement income,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household supplemental security income,E1. HOUSEHOLD INCOME AND BENEFITS.Mean household cash public assistance income,E2. FAMILY INCOME AND BENEFITS.Family households,"E2. FAMILY INCOME AND BENEFITS.Less than $10,000","E2. FAMILY INCOME AND BENEFITS.$10,000 to $14,999","E2. FAMILY INCOME AND BENEFITS.$15,000 to $24,999","E2. FAMILY INCOME AND BENEFITS.$25,000 to $34,999","E2. FAMILY INCOME AND BENEFITS.$35,000 to $49,999","E2. FAMILY INCOME AND BENEFITS.$50,000 to $74,999","E2. FAMILY INCOME AND BENEFITS.$75,000 to $99,999","E2. FAMILY INCOME AND BENEFITS.$100,000 to $149,999","E2. FAMILY INCOME AND BENEFITS.$150,000 to $199,999","E2. FAMILY INCOME AND BENEFITS.$200,000 or more",E2. FAMILY INCOME AND BENEFITS.Median family income,E2. FAMILY INCOME AND BENEFITS.Mean family income,E3. OTHER INCOME MEASURES.Per-capita income,E3. OTHER INCOME MEASURES.Nonfamily households,E3. OTHER INCOME MEASURES.Median nonfamily income,E3. OTHER INCOME MEASURES.Mean nonfamily income,E3. OTHER INCOME MEASURES.All full-time workers,E3. OTHER INCOME MEASURES.All male full-time workers,E3. OTHER INCOME MEASURES.All female full-time workers,E3. OTHER INCOME MEASURES.Median earnings for workers,"E3. OTHER INCOME MEASURES.Median earnings for male full-time, year-round workers","E3. OTHER INCOME MEASURES.Median earnings for female full-time, year-round workers",E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons below poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Poverty ratio under 0.5,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Poverty ratio in 0.5 to 0.99,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Poverty ratio in 1 to 2,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Poverty ratio in 2 and over,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons under 18 for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons under 18 in poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons aged 18 to 64 for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons aged 18 to 64 in poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons over 65 for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons over 65 in poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons in families for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Unrelated individuals for whom poverty status is determined,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Persons in families in poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Family households in poverty,E4. POVERTY STATUS OVER THE LAST 12 MONTHS.Unrelated persons in poverty 15 years and over,E5. EMPLOYMENT STATUS.Population 16 years and over,E5. EMPLOYMENT STATUS.In labor force,E5. EMPLOYMENT STATUS.Civilian labor force,E5. EMPLOYMENT STATUS.Employed civilians,E5. EMPLOYMENT STATUS.Unemployed civilians,E5. EMPLOYMENT STATUS.In military,E5. EMPLOYMENT STATUS.Not in labor force,E5. EMPLOYMENT STATUS.Females 16 years and over,E5. EMPLOYMENT STATUS.Females in labor force,E5. EMPLOYMENT STATUS.Females in civilian labor force,E5. EMPLOYMENT STATUS.Employed females,E6. CHILDREN WITH ALL PARENTS WORKING.(Own) children under 6,E6. CHILDREN WITH ALL PARENTS WORKING.All parents working,E6. CHILDREN WITH ALL PARENTS WORKING.(Own) children aged 6 to 17,E6. CHILDREN WITH ALL PARENTS WORKING.All parents working,E7. COMMUTING TO WORK.Workers 16 years and over,E7. COMMUTING TO WORK.Workers 16+ who commute to work,"E7. COMMUTING TO WORK.Car, truck, or van; drove alone","E7. COMMUTING TO WORK.Car, truck, or van; carpooled",E7. COMMUTING TO WORK.Public transportation (excluding taxicab),E7. COMMUTING TO WORK.Walked to work,E7. COMMUTING TO WORK.Other means of commuting,E7. COMMUTING TO WORK.Worked at home,E7. COMMUTING TO WORK.Mean travel time to work in minutes,E8. WORKERS BY OCCUPATION.Civilian employed population 16 years and over,"E8. WORKERS BY OCCUPATION.Management, business, science, and arts occupations",E8. WORKERS BY OCCUPATION.Service occupations,E8. WORKERS BY OCCUPATION.Sales and office occupations,"E8. WORKERS BY OCCUPATION.Farming, fishing, and forestry occupations","E8. WORKERS BY OCCUPATION.Construction, extraction, installation, maintenance, and repair occupations","E8. WORKERS BY OCCUPATION.Production, transportation, and material moving occupations",E9. WORKERS BY INDUSTRY.Civilian employed population 16 years and over,"E9. WORKERS BY INDUSTRY.Agriculture, forestry, fishing and hunting, and mining",E9. WORKERS BY INDUSTRY.Construction,E9. WORKERS BY INDUSTRY.Manufacturing,E9. WORKERS BY INDUSTRY.Wholesale trade,E9. WORKERS BY INDUSTRY.Retail trade,"E9. WORKERS BY INDUSTRY.Transportation and warehousing, and utilities",E9. WORKERS BY INDUSTRY.Information,"E9. WORKERS BY INDUSTRY.Finance and insurance, and real estate and rental and leasing","E9. WORKERS BY INDUSTRY.Professional, scientific, management, and administrative","E9. WORKERS BY INDUSTRY.Educational services, and health care and social assistance","E9. WORKERS BY INDUSTRY.Arts, entertainment, and recreation, and accommodation and food services","E9. WORKERS BY INDUSTRY.Other services, except public administration",E9. WORKERS BY INDUSTRY.Public administration,E10. CLASS OF WORKER.Civilian employed population 16 years and over,E10. CLASS OF WORKER.Private wage and salary workers,E10. CLASS OF WORKER.Government workers,E10. CLASS OF WORKER.Self-employed workers in own not incorporated business,E10. CLASS OF WORKER.Unpaid family workers,E11. INSURANCE COVERAGE.Civilian noninstitutionalized persons,E11. INSURANCE COVERAGE.Under 65 years of age,E11. INSURANCE COVERAGE.Without insurance coverage,E11. INSURANCE COVERAGE.With public insurance,E11. INSURANCE COVERAGE.With private insurance,E11. INSURANCE COVERAGE.Under 19 years of age,E11. INSURANCE COVERAGE.Without insurance coverage
0,22306,401,"11,813",651,317,778,775,"1,284","1,956","1,687","1,959",943,"1,463","10,212","2,291","1,948",302,269,"1,293","$76,610","$101,231","$98,084","$16,249","$53,548","$7,747","$1,520","8,237",360,75,578,483,793,"1,414","1,257","1,257",750,"1,270","$84,323","$111,497","$35,320","3,576","$53,974","$72,535","13,614","7,966","5,648","$35,709","$49,914","$50,086","35,019","4,155","1,762","2,393","6,270","24,594","9,444","1,637","22,046","2,168","3,529",350,"29,340","5,679","2,853",734,"1,302","26,648","19,362","18,928","18,130",798,434,"7,286","13,404","8,870","8,766","8,377","3,303","2,188","6,026","4,510","18,208","17,561","11,469","2,296","2,946",611,239,647,32.9,"18,130","6,191","4,062","3,755",-,"2,545","1,577","18,130",53,"2,471",513,243,"1,923",659,197,975,"3,111","3,017","2,511",763,"1,694","18,130","14,014","3,296",753,67,"34,703","31,174","6,364","6,284","19,825","9,890","1,058"
0,22305,370,"6,825",331,118,411,404,588,984,829,"1,346",691,"1,123","6,255",725,615,188,189,505,"$91,345","$119,650","$117,701","$22,083","$43,967","$10,147","$1,456","3,697",156,143,242,224,307,302,329,612,413,969,"$112,786","$143,541","$48,144","3,128","$81,765","$89,179","8,719","4,886","3,833","$46,630","$61,281","$57,834","17,741","3,198","1,052","2,146","2,299","12,244","4,257","1,367","12,266","1,777","1,218",54,"12,967","4,774","2,636",559,562,"13,775","10,993","10,767","10,562",205,226,"2,782","7,102","5,106","5,089","4,952","2,204","1,254","1,997","1,488","10,723","10,149","5,730","1,305","2,099",451,564,574,32.7,"10,562","5,284","2,132","1,291",54,"1,381",420,"10,562",23,"1,324",330,161,530,197,255,557,"2,386","1,267","1,270",814,"1,448","10,562","7,969","2,122",418,53,"17,557","16,339","3,415","2,460","10,845","4,445",510
0,22304,352,"21,304","1,026",385,816,"1,368","2,307","3,967","3,138","4,109","1,980","2,208","18,790","3,439","3,048",553,262,"1,136","$80,676","$104,337","$101,893","$17,491","$44,008","$10,022","$2,452","10,274",366,133,602,771,"1,120","1,367","1,316","1,851","1,157","1,591","$88,487","$121,390","$48,122","11,030","$73,023","$84,409","23,220","12,484","10,736","$47,731","$63,772","$59,990","47,836","5,825","2,288","3,537","6,249","35,762","8,602","1,586","33,933","3,619","5,301",620,"32,110","15,726","3,591",940,"2,234","40,146","31,224","30,451","29,309","1,142",773,"8,922","21,719","15,502","15,351","14,636","3,492","2,308","4,671","3,371","29,825","28,585","19,587","2,423","5,455",558,562,"1,240",32.1,"29,309","15,250","5,188","4,746",8,"1,679","2,438","29,309",50,"1,383",519,140,"2,425","1,635",685,"1,736","5,833","5,148","3,154","2,239","4,362","29,309","20,479","7,269","1,561",-,"47,395","42,094","6,546","5,511","31,519","9,289","1,109"
0,22309,311,"11,526",559,370,601,858,"1,004","1,645","1,574","1,870","1,403","1,642","9,877","2,441","2,082",329,158,800,"$85,292","$116,550","$114,129","$19,753","$49,185","$10,051","$4,107","8,573",275,139,519,697,724,"1,129","1,150","1,294","1,189","1,457","$90,329","$126,332","$38,678","2,953","$54,188","$76,249","14,510","8,467","6,043","$37,408","$53,189","$52,991","36,249","4,860","1,711","3,149","5,988","25,401","9,810","2,187","22,717","2,437","3,722",236,"30,844","5,405","3,847",909,"1,013","27,248","20,308","19,852","18,608","1,244",456,"6,940","13,629","9,100","8,959","8,391","3,321","2,020","6,016","4,566","18,789","18,026","11,917","3,291","2,212",219,387,763,35.8,"18,608","7,237","4,282","3,000",-,"2,345","1,744","18,608",29,"2,229",313,392,"1,800",852,447,525,"3,322","3,175","2,412","1,202","1,910","18,608","13,978","3,208","1,399",23,"35,864","32,142","5,415","5,625","21,908","10,301",874
0,22312,250,"11,507",292,218,557,635,"1,345","2,080","1,732","1,982","1,316","1,350","10,346","1,885","1,867",224,167,634,"$79,834","$111,141","$104,964","$18,870","$50,848","$9,471","$1,253","7,380",201,126,280,452,949,"1,365","1,041",963,922,"1,081","$79,096","$117,846","$39,982","4,127","$76,760","$92,024","14,473","8,195","6,278","$36,460","$51,636","$47,197","33,786","3,504","1,298","2,206","6,106","24,176","6,928","1,084","23,492","2,182","3,366",238,"25,810","7,976","2,204",563,"1,300","27,334","20,690","20,371","19,390",981,319,"6,644","13,566","9,517","9,475","9,016","2,922","1,785","3,958","3,207","19,503","18,458","12,824","2,214","2,536",459,425,"1,045",31.6,"19,390","8,031","4,498","3,214",-,"2,029","1,618","19,390",20,"1,798",536,129,"1,716","1,173",396,"1,107","3,846","3,571","1,946","1,208","1,944","19,390","14,803","3,337","1,250",-,"33,467","30,101","6,532","4,341","19,845","7,449",852
0,22311,219,"7,907",471,179,439,588,"1,034","1,710",995,"1,336",650,505,"6,843","1,097","1,129",106,143,493,"$68,488","$86,288","$84,490","$16,084","$42,904","$8,781","$3,592","3,730",298,108,132,250,398,713,424,586,426,395,"$72,340","$99,108","$38,514","4,177","$59,661","$72,409","7,900","4,494","3,406","$40,261","$51,845","$55,750","18,745","2,824","1,759","1,065","2,984","12,937","3,937","1,148","13,182","1,607","1,626",69,"12,452","6,293","2,081",545,743,"15,222","11,537","11,462","11,032",430,75,"3,685","7,376","4,901","4,883","4,699","1,901",827,"1,981","1,431","10,990","10,644","7,402",991,"1,648",458,145,346,32.3,"11,032","4,653","1,967","1,925",14,"1,024","1,449","11,032",-,868,399,57,"1,159",556,226,471,"1,701","2,301","1,488",667,"1,139","11,032","8,339","2,022",650,21,"18,687","17,061","3,640","2,643","11,093","4,135",470
0,22310,166,"11,437",218,101,391,346,504,"1,253","1,497","2,875","1,752","2,500","10,158","2,422","2,490",330,20,298,"$123,791","$144,622","$139,462","$19,934","$46,968","$10,960","$1,695","7,574",35,36,165,168,313,765,799,"1,742","1,360","2,191","$139,853","$163,586","$53,133","3,863","$91,202","$102,996","14,256","7,690","6,566","$60,431","$82,105","$69,349","31,973","1,359",473,886,"2,955","27,659","6,758",281,"21,314",859,"3,901",219,"26,055","5,918",747,190,612,"25,880","19,425","18,898","18,002",896,527,"6,455","13,576","9,453","9,337","8,866","2,576","1,646","4,089","3,112","18,189","16,972","12,052","2,182","2,457",36,245,"1,217",33.5,"18,002","10,080","2,605","3,497",34,807,979,"18,002",53,"1,004",389,259,"1,261",740,344,985,"3,727","3,142","1,753","1,375","2,970","18,002","12,158","5,037",787,20,"31,668","27,767","2,302","2,344","24,013","7,282",325
0,22314,123,"17,629",448,356,712,507,943,"1,652","1,895","4,047","2,568","4,501","15,383","3,069","3,102",354,183,558,"$125,404","$159,510","$152,843","$21,630","$57,491","$8,138","$1,809","7,740",200,75,203,147,226,308,549,"1,469","1,302","3,261","$179,225","$209,549","$85,206","9,889","$102,064","$119,918","18,571","9,589","8,982","$79,972","$104,911","$84,396","33,542","2,408","1,393","1,015","2,258","28,876","4,279",716,"24,177","1,210","5,086",482,"20,418","13,124","1,363",359,"1,045","29,861","23,174","22,292","21,638",654,882,"6,687","15,818","11,967","11,699","11,309","2,267","1,586","1,957","1,463","22,196","20,562","10,915","1,219","5,980","1,744",704,"1,634",30.8,"21,638","16,236","1,875","2,723",11,246,547,"21,638",11,582,495,183,899,431,627,"1,613","6,043","2,879","1,403","2,079","4,393","21,638","14,245","6,334","1,046",13,"32,672","27,586","1,457","2,579","24,346","4,393",94
0,22302,114,"8,067",151,182,194,270,547,"1,296","1,050","1,909",908,"1,560","7,315","1,121","1,110",62,44,201,"$105,968","$145,964","$143,969","$20,161","$37,644","$10,756","$2,841","3,911",23,23,62,138,193,421,301,810,613,"1,327","$148,315","$193,868","$68,142","4,156","$82,880","$99,557","9,214","4,675","4,539","$69,050","$93,340","$77,378","17,377","1,094",568,526,"1,375","14,908","3,136",265,"12,511",650,"1,730",179,"11,760","5,617",463,81,631,"15,022","11,522","11,379","11,179",200,143,"3,500","8,237","5,997","5,965","5,869","1,162",979,"1,889","1,379","11,238","10,708","7,442","1,003","1,758",243,262,530,29.3,"11,179","7,512","1,241","1,440",-,446,540,"11,179",-,602,305,61,598,319,252,698,"2,778","1,820","1,046",824,"1,876","11,179","7,820","2,892",458,9,"17,242","15,512",955,"1,216","13,630","3,271",47
0,22303,84,"6,902",163,132,191,420,461,"1,152","1,131","1,642",868,742,"6,160","1,059",995,64,27,143,"$94,227","$112,968","$110,053","$20,477","$44,488","$10,319","$2,270","3,168",20,36,73,177,177,310,479,774,627,495,"$116,268","$132,081","$55,292","3,734","$79,142","$95,734","7,705","4,282","3,423","$58,156","$77,888","$63,410","14,504",824,338,486,"1,490","12,190","2,229",149,"10,588",562,"1,687",113,"9,548","4,956",359,110,465,"12,431","9,884","9,557","9,332",225,327,"2,547","6,152","4,440","4,377","4,288",957,637,"1,154",932,"9,552","9,146","5,269",534,"3,132",84,127,406,34.7,"9,332","5,406","1,471","1,574",15,482,384,"9,332",8,565,114,74,704,252,259,591,"1,850","1,511",999,694,"1,711","9,332","6,128","2,808",396,-,"14,177","12,490","1,312","1,372","10,286","2,283",132
